s (1,1) 330
(253,4) (254,4) 634
(254,4) (253,4) 612
(254,4) (255,4) 713
(255,4) (254,4) 228
(255,4) (256,4) 447
(256,4) (255,4) 274
(256,4) (257,4) 635
(257,4) (256,4) 237
(257,4) (258,4) 483
(258,4) (257,4) 103
(258,4) (259,4) 300
(259,4) (258,4) 791
(259,4) (260,4) 788
(260,4) (259,4) 103
(260,4) (261,4) 689
(261,4) (260,4) 575
(261,4) (262,4) 379
(262,4) (261,4) 270
(262,4) (263,4) 457
(263,4) (262,4) 316
(263,4) (264,4) 151
(264,4) (263,4) 844
(264,4) (265,4) 241
(265,4) (264,4) 424
(265,4) (266,4) 220
(266,4) (265,4) 427
(266,4) (267,4) 503
(267,4) (266,4) 521
(267,4) (268,4) 539
(268,4) (267,4) 742
(268,4) (269,4) 308
(269,4) (268,4) 352
(269,4) (270,4) 355
(270,4) (269,4) 359
(270,4) (271,4) 907
(271,4) (270,4) 812
(271,4) (272,4) 357
(272,4) (271,4) 309
(272,4) (273,4) 118
(273,4) (272,4) 364
(273,4) (274,4) 941
(274,4) (273,4) 953
(274,4) (275,4) 591
(275,4) (274,4) 392
(275,4) (276,4) 540
(276,4) (275,4) 427
(276,4) (277,4) 52
(277,4) (276,4) 210
(277,4) (278,4) 27
(278,4) (277,4) 462
(278,4) (279,4) 108
(279,4) (278,4) 783
(279,4) (280,4) 258
(280,4) (279,4) 412
(280,4) (281,4) 238
(281,4) (280,4) 572
(281,4) (282,4) 510
(282,4) (281,4) 663
(282,4) (283,4) 744
(283,4) (282,4) 246
(283,4) (284,4) 64
(284,4) (283,4) 134
(284,4) (285,4) 813
(285,4) (284,4) 882
(285,4) (286,4) 66
(286,4) (285,4) 696
(286,4) (287,4) 760
(287,4) (286,4) 606
(287,4) (288,4) 501
(288,4) (287,4) 944
(288,4) (289,4) 581
(289,4) (288,4) 770
(289,4) (290,4) 15
(290,4) (289,4) 540
(290,4) (291,4) 471
(291,4) (290,4) 430
(291,4) (292,4) 792
(292,4) (291,4) 828
(292,4) (293,4) 244
(293,4) (292,4) 938
(293,4) (294,4) 547
(294,4) (293,4) 892
(294,4) (295,4) 588
(295,4) (294,4) 580
(295,4) (296,4) 713
(296,4) (295,4) 518
(296,4) (297,4) 96
(297,4) (296,4) 153
(297,4) (298,4) 136
(298,4) (297,4) 447
(298,4) (299,4) 952
(299,4) (298,4) 371
(299,4) (300,4) 651
(300,4) (299,4) 188
(300,4) (301,4) 621
(301,4) (300,4) 771
(301,4) (302,4) 708
(302,4) (301,4) 569
(302,4) (303,4) 549
(303,4) (302,4) 500
(303,4) (304,4) 885
(304,4) (303,4) 533
(304,4) (305,4) 452
(305,4) (304,4) 708
(305,4) (306,4) 555
(306,4) (305,4) 718
(306,4) (307,4) 591
(307,4) (306,4) 79
(307,4) (308,4) 131
(308,4) (307,4) 420
(308,4) (309,4) 317
(309,4) (308,4) 809
(309,4) (310,4) 135
(310,4) (309,4) 101
(310,4) (311,4) 894
(311,4) (310,4) 808
(311,4) (312,4) 241
(312,4) (311,4) 597
(312,4) (313,4) 965
(313,4) (312,4) 36
(313,4) (314,4) 912
(314,4) (313,4) 487
(314,4) (315,4) 602
(315,4) (314,4) 796
(315,4) (316,4) 504
(316,4) (315,4) 364
(316,4) (317,4) 152
(317,4) (316,4) 39
(317,4) (318,4) 884
(318,4) (317,4) 214
(318,4) (319,4) 677
(319,4) (318,4) 779
(319,4) (320,4) 863
(320,4) (319,4) 698
(320,4) (321,4) 392
(321,4) (320,4) 837
(321,4) (322,4) 504
(322,4) (321,4) 449
(322,4) (323,4) 252
(323,4) (322,4) 125
(323,4) (324,4) 563
(324,4) (323,4) 985
(324,4) (325,4) 27
(325,4) (324,4) 29
(325,4) (326,4) 571
(326,4) (325,4) 676
(326,4) (327,4) 662
(327,4) (326,4) 495
(327,4) (328,4) 30
(328,4) (327,4) 189
(328,4) (329,4) 128
(329,4) (328,4) 664
(329,4) (330,4) 474
(330,4) (329,4) 266
(330,4) (331,4) 371
(331,4) (330,4) 837
(331,4) (332,4) 355
(332,4) (331,4) 242
(332,4) (333,4) 650
(333,4) (332,4) 432
(333,4) (334,4) 678
(334,4) (333,4) 245
(334,4) (335,4) 517
(335,4) (334,4) 807
(335,4) (336,4) 271
(336,4) (335,4) 906
(336,4) (337,4) 403
(337,4) (336,4) 41
(337,4) (338,4) 439
(338,4) (337,4) 865
(338,4) (339,4) 858
(339,4) (338,4) 446
(339,4) (340,4) 194
(340,4) (339,4) 6
(340,4) (341,4) 978
(341,4) (340,4) 186
(341,4) (342,4) 308
(342,4) (341,4) 406
(342,4) (343,4) 191
(343,4) (342,4) 341
(343,4) (344,4) 971
(344,4) (343,4) 554
(344,4) (345,4) 165
(345,4) (344,4) 458
(345,4) (346,4) 664
(346,4) (345,4) 37
(346,4) (347,4) 494
(347,4) (346,4) 266
(347,4) (348,4) 47
(348,4) (347,4) 115
(348,4) (349,4) 559
(349,4) (348,4) 52
(349,4) (350,4) 246
(350,4) (349,4) 256
(350,4) (351,4) 240
(351,4) (350,4) 164
(351,4) (352,4) 811
(352,4) (351,4) 569
(352,4) (353,4) 202
(353,4) (352,4) 789
(353,4) (354,4) 902
(354,4) (353,4) 251
(354,4) (355,4) 340
(355,4) (354,4) 132
(355,4) (356,4) 653
(356,4) (355,4) 447
(356,4) (357,4) 502
(357,4) (356,4) 787
(357,4) (358,4) 965
(358,4) (357,4) 919
(358,4) (359,4) 710
(359,4) (358,4) 398
(359,4) (360,4) 718
(360,4) (359,4) 936
(360,4) (361,4) 264
(361,4) (360,4) 245
(361,4) (362,4) 656
(362,4) (361,4) 115
(362,4) (363,4) 416
(363,4) (362,4) 455
(363,4) (364,4) 354
(364,4) (363,4) 209
(364,4) (365,4) 83
(365,4) (364,4) 783
(365,4) (366,4) 193
(366,4) (365,4) 835
(366,4) (367,4) 803
(367,4) (366,4) 630
(367,4) (368,4) 245
(368,4) (367,4) 292
(368,4) (369,4) 578
(369,4) (368,4) 637
(369,4) (370,4) 175
(370,4) (369,4) 579
(370,4) (371,4) 374
(371,4) (370,4) 172
(371,4) (372,4) 519
(372,4) (371,4) 480
(372,4) (373,4) 483
(373,4) (372,4) 628
(373,4) (374,4) 43
(374,4) (373,4) 394
(374,4) (375,4) 774
(375,4) (374,4) 582
(375,4) (376,4) 705
(376,4) (375,4) 315
(376,4) (377,4) 917
(377,4) (376,4) 230
(377,4) (378,4) 389
(378,4) (377,4) 418
(378,4) (379,4) 28
(379,4) (378,4) 95
(379,4) (380,4) 902
(380,4) (379,4) 514
(380,4) (381,4) 898
(381,4) (380,4) 580
(381,4) (382,4) 314
(382,4) (381,4) 203
(382,4) (383,4) 34
(383,4) (382,4) 432
(383,4) (384,4) 690
(384,4) (383,4) 869
(384,4) (385,4) 525
(385,4) (384,4) 811
(385,4) (386,4) 969
(386,4) (385,4) 549
(386,4) (387,4) 213
(387,4) (386,4) 250
(387,4) (388,4) 558
(388,4) (387,4) 318
(388,4) (389,4) 581
(389,4) (388,4) 226
(389,4) (390,4) 856
(390,4) (389,4) 61
(390,4) (391,4) 500
(391,4) (390,4) 232
(391,4) (392,4) 585
(392,4) (391,4) 48
(392,4) (393,4) 8
(393,4) (392,4) 176
(393,4) (394,4) 875
(394,4) (393,4) 171
(394,4) (395,4) 494
(395,4) (394,4) 784
(395,4) (396,4) 687
(396,4) (395,4) 233
(396,4) (397,4) 344
(397,4) (396,4) 919
(397,4) (398,4) 829
(398,4) (397,4) 492
(398,4) (399,4) 352
(399,4) (398,4) 880
(399,4) (400,4) 478
(400,4) (399,4) 442
(400,4) (401,4) 505
(401,4) (400,4) 53
(401,4) (402,4) 21
(402,4) (401,4) 196
(402,4) (403,4) 605
(403,4) (402,4) 450
(403,4) (404,4) 316
(404,4) (403,4) 755
(404,4) (405,4) 88
(405,4) (404,4) 728
(405,4) (406,4) 170
(406,4) (405,4) 241
(406,4) (407,4) 987
(407,4) (406,4) 506
(407,4) (408,4) 258
(408,4) (407,4) 346
(408,4) (409,4) 933
(409,4) (408,4) 831
(409,4) (410,4) 231
(410,4) (409,4) 573
(410,4) (411,4) 188
(411,4) (410,4) 884
(411,4) (412,4) 163
(412,4) (411,4) 418
(412,4) (413,4) 641
(413,4) (412,4) 973
(413,4) (414,4) 631
(414,4) (413,4) 954
(414,4) (415,4) 465
(415,4) (414,4) 904
(415,4) (416,4) 757
(416,4) (415,4) 694
(416,4) (417,4) 176
(417,4) (416,4) 183
(417,4) (418,4) 553
(418,4) (417,4) 117
(418,4) (419,4) 497
(419,4) (418,4) 800
(419,4) (420,4) 398
(420,4) (419,4) 229
(420,4) (421,4) 16
(421,4) (420,4) 650
(421,4) (422,4) 868
(422,4) (421,4) 357
(422,4) (423,4) 576
(423,4) (422,4) 406
(423,4) (424,4) 975
(424,4) (423,4) 404
(424,4) (425,4) 224
(425,4) (424,4) 624
(425,4) (426,4) 628
(426,4) (425,4) 562
(426,4) (427,4) 152
(427,4) (426,4) 144
(427,4) (428,4) 148
(428,4) (427,4) 362
(428,4) (429,4) 713
(429,4) (428,4) 370
(429,4) (430,4) 779
(430,4) (429,4) 272
(430,4) (431,4) 178
(431,4) (430,4) 454
(431,4) (432,4) 74
(432,4) (431,4) 21
(432,4) (433,4) 608
(433,4) (432,4) 980
(433,4) (434,4) 288
(434,4) (433,4) 75
(434,4) (435,4) 13
(435,4) (434,4) 56
(435,4) (436,4) 879
(436,4) (435,4) 471
(436,4) (437,4) 761
(437,4) (436,4) 333
(437,4) (438,4) 27
(438,4) (437,4) 123
(438,4) (439,4) 886
(439,4) (438,4) 58
(439,4) (440,4) 214
(440,4) (439,4) 557
(440,4) (441,4) 445
(441,4) (440,4) 542
(441,4) (442,4) 974
(442,4) (441,4) 671
(442,4) (443,4) 454
(443,4) (442,4) 57
(443,4) (444,4) 208
(444,4) (443,4) 571
(444,4) (445,4) 204
(445,4) (444,4) 624
(445,4) (446,4) 901
(446,4) (445,4) 43
(446,4) (447,4) 639
(447,4) (446,4) 388
(447,4) (448,4) 234
(448,4) (447,4) 931
(448,4) (449,4) 779
(449,4) (448,4) 624
(449,4) (450,4) 78
(450,4) (449,4) 652
(450,4) (451,4) 510
(451,4) (450,4) 453
(451,4) (452,4) 157
(452,4) (451,4) 493
(452,4) (453,4) 815
(453,4) (452,4) 165
(453,4) (454,4) 858
(454,4) (453,4) 295
(454,4) (455,4) 154
(455,4) (454,4) 208
(455,4) (456,4) 377
(456,4) (455,4) 182
(456,4) (457,4) 944
(457,4) (456,4) 989
(457,4) (458,4) 105
(458,4) (457,4) 975
(458,4) (459,4) 995
(459,4) (458,4) 561
(459,4) (460,4) 424
(460,4) (459,4) 155
(460,4) (461,4) 879
(461,4) (460,4) 901
(461,4) (462,4) 601
(462,4) (461,4) 655
(462,4) (463,4) 347
(463,4) (462,4) 815
(463,4) (464,4) 193
(464,4) (463,4) 356
(464,4) (465,4) 631
(465,4) (464,4) 560
(465,4) (466,4) 640
(466,4) (465,4) 89
(466,4) (467,4) 720
(467,4) (466,4) 53
(467,4) (468,4) 938
(468,4) (467,4) 243
(468,4) (469,4) 295
(469,4) (468,4) 988
(469,4) (470,4) 517
(470,4) (469,4) 319
(470,4) (471,4) 591
(471,4) (470,4) 85
(471,4) (472,4) 693
(472,4) (471,4) 940
(472,4) (473,4) 877
(473,4) (472,4) 474
(473,4) (474,4) 706
(474,4) (473,4) 656
(474,4) (475,4) 906
(475,4) (474,4) 141
(475,4) (476,4) 475
(476,4) (475,4) 789
(476,4) (477,4) 492
(477,4) (476,4) 293
(477,4) (478,4) 308
(478,4) (477,4) 447
(478,4) (479,4) 843
(479,4) (478,4) 748
(479,4) (480,4) 987
(480,4) (479,4) 476
(480,4) (481,4) 519
(481,4) (480,4) 31
(481,4) (482,4) 705
(482,4) (481,4) 833
(482,4) (483,4) 862
(483,4) (482,4) 571
(483,4) (484,4) 19
(484,4) (483,4) 574
(484,4) (485,4) 219
(485,4) (484,4) 168
(485,4) (486,4) 376
(486,4) (485,4) 925
(486,4) (487,4) 42
(487,4) (486,4) 725
(487,4) (488,4) 757
(488,4) (487,4) 60
(488,4) (489,4) 384
(489,4) (488,4) 273
(489,4) (490,4) 556
(490,4) (489,4) 603
(490,4) (491,4) 72
(491,4) (490,4) 673
(491,4) (492,4) 100
(492,4) (491,4) 740
(492,4) (493,4) 880
(493,4) (492,4) 2
(493,4) (494,4) 537
(494,4) (493,4) 160
(494,4) (495,4) 914
(495,4) (494,4) 437
(495,4) (496,4) 180
(496,4) (495,4) 528
(496,4) (497,4) 678
(497,4) (496,4) 818
(497,4) (498,4) 61
(498,4) (497,4) 910
(498,4) (499,4) 549
(499,4) (498,4) 522
(499,4) (500,4) 204
(500,4) (499,4) 304
(1,5) (2,5) 848
(2,5) (1,5) 653
(2,5) (3,5) 568
(3,5) (2,5) 525
(3,5) (4,5) 367
(4,5) (3,5) 356
(4,5) (5,5) 327
(5,5) (4,5) 760
(5,5) (6,5) 149
(6,5) (5,5) 573
(6,5) (7,5) 580
(7,5) (6,5) 47
(7,5) (8,5) 873
(8,5) (7,5) 961
(8,5) (9,5) 334
(9,5) (8,5) 239
(9,5) (10,5) 759
(10,5) (9,5) 811
(10,5) (11,5) 412
(11,5) (10,5) 125
(11,5) (12,5) 837
(12,5) (11,5) 679
(12,5) (13,5) 807
(13,5) (12,5) 179
(13,5) (14,5) 578
(14,5) (13,5) 700
(14,5) (15,5) 288
(15,5) (14,5) 653
(15,5) (16,5) 8
(16,5) (15,5) 23
(16,5) (17,5) 545
(17,5) (16,5) 711
(17,5) (18,5) 586
(18,5) (17,5) 878
(18,5) (19,5) 584
(19,5) (18,5) 909
(19,5) (20,5) 713
(20,5) (19,5) 198
(20,5) (21,5) 941
(21,5) (20,5) 454
(21,5) (22,5) 409
(22,5) (21,5) 946
(22,5) (23,5) 148
(23,5) (22,5) 166
(23,5) (24,5) 752
(24,5) (23,5) 264
(24,5) (25,5) 622
(25,5) (24,5) 431
(25,5) (26,5) 726
(26,5) (25,5) 161
(26,5) (27,5) 970
(27,5) (26,5) 635
(27,5) (28,5) 727
(28,5) (27,5) 557
(28,5) (29,5) 545
(29,5) (28,5) 649
(29,5) (30,5) 278
(30,5) (29,5) 993
(30,5) (31,5) 215
(31,5) (30,5) 321
(31,5) (32,5) 44
(32,5) (31,5) 551
(32,5) (33,5) 245
(33,5) (32,5) 813
(33,5) (34,5) 182
(34,5) (33,5) 319
(34,5) (35,5) 852
(35,5) (34,5) 487
(35,5) (36,5) 388
(36,5) (35,5) 79
(36,5) (37,5) 908
(37,5) (36,5) 713
(37,5) (38,5) 526
(38,5) (37,5) 60
(38,5) (39,5) 426
(39,5) (38,5) 133
(39,5) (40,5) 673
(40,5) (39,5) 36
(40,5) (41,5) 152
(41,5) (40,5) 449
(41,5) (42,5) 631
(42,5) (41,5) 754
(42,5) (43,5) 942
(43,5) (42,5) 54
(43,5) (44,5) 925
(44,5) (43,5) 45
(44,5) (45,5) 558
(45,5) (44,5) 934
(45,5) (46,5) 549
(46,5) (45,5) 238
(46,5) (47,5) 365
(47,5) (46,5) 655
(47,5) (48,5) 76
(48,5) (47,5) 4
(48,5) (49,5) 478
(49,5) (48,5) 920
(49,5) (50,5) 846
(50,5) (49,5) 53
(50,5) (51,5) 776
(51,5) (50,5) 383
(51,5) (52,5) 989
(52,5) (51,5) 763
(52,5) (53,5) 64
(53,5) (52,5) 197
(53,5) (54,5) 833
(54,5) (53,5) 496
(54,5) (55,5) 857
(55,5) (54,5) 383
(55,5) (56,5) 385
(56,5) (55,5) 240
(56,5) (57,5) 719
(57,5) (56,5) 362
(57,5) (58,5) 679
(58,5) (57,5) 706
(58,5) (59,5) 564
(59,5) (58,5) 513
(59,5) (60,5) 898
(60,5) (59,5) 802
(60,5) (61,5) 330
(61,5) (60,5) 182
(61,5) (62,5) 837
(62,5) (61,5) 958
(62,5) (63,5) 590
(63,5) (62,5) 35
(63,5) (64,5) 157
(64,5) (63,5) 731
(64,5) (65,5) 158
(65,5) (64,5) 140
(65,5) (66,5) 320
(66,5) (65,5) 203
(66,5) (67,5) 529
(67,5) (66,5) 483
(67,5) (68,5) 1000
(68,5) (67,5) 685
(68,5) (69,5) 596
(69,5) (68,5) 294
(69,5) (70,5) 94
(70,5) (69,5) 322
(70,5) (71,5) 862
(71,5) (70,5) 777
(71,5) (72,5) 220
(72,5) (71,5) 711
(72,5) (73,5) 169
(73,5) (72,5) 172
(73,5) (74,5) 139
(74,5) (73,5) 212
(74,5) (75,5) 272
(75,5) (74,5) 298
(75,5) (76,5) 771
(76,5) (75,5) 775
(76,5) (77,5) 880
(77,5) (76,5) 933
(77,5) (78,5) 569
(78,5) (77,5) 150
(78,5) (79,5) 287
(79,5) (78,5) 328
(79,5) (80,5) 714
(80,5) (79,5) 560
(80,5) (81,5) 41
(81,5) (80,5) 91
(81,5) (82,5) 206
(82,5) (81,5) 694
(82,5) (83,5) 234
(83,5) (82,5) 373
(83,5) (84,5) 648
(84,5) (83,5) 867
(84,5) (85,5) 238
(85,5) (84,5) 241
(85,5) (86,5) 418
(86,5) (85,5) 69
(86,5) (87,5) 859
(87,5) (86,5) 175
(87,5) (88,5) 421
(88,5) (87,5) 679
(88,5) (89,5) 600
(89,5) (88,5) 229
(89,5) (90,5) 237
(90,5) (89,5) 20
(90,5) (91,5) 311
(91,5) (90,5) 514
(91,5) (92,5) 427
(92,5) (91,5) 58
(92,5) (93,5) 261
(93,5) (92,5) 288
(93,5) (94,5) 533
(94,5) (93,5) 321
(94,5) (95,5) 443
(95,5) (94,5) 828
(95,5) (96,5) 384
(96,5) (95,5) 678
(96,5) (97,5) 317
(97,5) (96,5) 586
(97,5) (98,5) 662
(98,5) (97,5) 537
(98,5) (99,5) 439
(99,5) (98,5) 433
(99,5) (100,5) 418
(100,5) (99,5) 175
(100,5) (101,5) 280
(101,5) (100,5) 81
(101,5) (102,5) 143
(102,5) (101,5) 821
(102,5) (103,5) 670
(103,5) (102,5) 252
(103,5) (104,5) 696
(104,5) (103,5) 618
(104,5) (105,5) 505
(105,5) (104,5) 808
(105,5) (106,5) 563
(106,5) (105,5) 575
(106,5) (107,5) 284
(107,5) (106,5) 104
(107,5) (108,5) 535
(108,5) (107,5) 781
(108,5) (109,5) 973
(109,5) (108,5) 753
(109,5) (110,5) 789
(110,5) (109,5) 147
(110,5) (111,5) 326
(111,5) (110,5) 984
(111,5) (112,5) 571
(112,5) (111,5) 987
(112,5) (113,5) 684
(113,5) (112,5) 806
(113,5) (114,5) 834
(114,5) (113,5) 592
(114,5) (115,5) 277
(115,5) (114,5) 229
(115,5) (116,5) 633
(116,5) (115,5) 359
(116,5) (117,5) 15
(117,5) (116,5) 921
(117,5) (118,5) 586
(118,5) (117,5) 238
(118,5) (119,5) 131
(119,5) (118,5) 902
(119,5) (120,5) 75
(120,5) (119,5) 101
(120,5) (121,5) 544
(121,5) (120,5) 809
(121,5) (122,5) 943
(122,5) (121,5) 560
(122,5) (123,5) 83
(123,5) (122,5) 78
(123,5) (124,5) 499
(124,5) (123,5) 974
(124,5) (125,5) 884
(125,5) (124,5) 374
(125,5) (126,5) 997
(126,5) (125,5) 961
(126,5) (127,5) 4
(127,5) (126,5) 883
(127,5) (128,5) 277
(128,5) (127,5) 2
(128,5) (129,5) 523
(129,5) (128,5) 850
(129,5) (130,5) 824
(130,5) (129,5) 696
(130,5) (131,5) 671
(131,5) (130,5) 506
(131,5) (132,5) 345
(132,5) (131,5) 485
(132,5) (133,5) 366
(133,5) (132,5) 623
(133,5) (134,5) 112
(134,5) (133,5) 509
(134,5) (135,5) 732
(135,5) (134,5) 110
(135,5) (136,5) 39
(136,5) (135,5) 36
(136,5) (137,5) 560
(137,5) (136,5) 93
(137,5) (138,5) 647
(138,5) (137,5) 651
(138,5) (139,5) 129
(139,5) (138,5) 857
(139,5) (140,5) 274
(140,5) (139,5) 623
(140,5) (141,5) 366
(141,5) (140,5) 778
(141,5) (142,5) 985
(142,5) (141,5) 390
(142,5) (143,5) 746
(143,5) (142,5) 919
(143,5) (144,5) 725
(144,5) (143,5) 950
(144,5) (145,5) 790
(145,5) (144,5) 26
(145,5) (146,5) 338
(146,5) (145,5) 908
(146,5) (147,5) 177
(147,5) (146,5) 927
(147,5) (148,5) 832
(148,5) (147,5) 910
(148,5) (149,5) 635
(149,5) (148,5) 430
(149,5) (150,5) 299
(150,5) (149,5) 182
(150,5) (151,5) 831
(151,5) (150,5) 851
(151,5) (152,5) 675
(152,5) (151,5) 475
(152,5) (153,5) 222
(153,5) (152,5) 166
(153,5) (154,5) 598
(154,5) (153,5) 541
(154,5) (155,5) 560
(155,5) (154,5) 540
(155,5) (156,5) 928
(156,5) (155,5) 717
(156,5) (157,5) 6
(157,5) (156,5) 265
(157,5) (158,5) 677
(158,5) (157,5) 719
(158,5) (159,5) 11
(159,5) (158,5) 696
(159,5) (160,5) 405
(160,5) (159,5) 701
(160,5) (161,5) 521
(161,5) (160,5) 274
(161,5) (162,5) 222
(162,5) (161,5) 649
(162,5) (163,5) 575
(163,5) (162,5) 158
(163,5) (164,5) 912
(164,5) (163,5) 894
(164,5) (165,5) 968
(165,5) (164,5) 202
(165,5) (166,5) 441
(166,5) (165,5) 572
(166,5) (167,5) 935
(167,5) (166,5) 191
(167,5) (168,5) 32
(168,5) (167,5) 182
(168,5) (169,5) 734
(169,5) (168,5) 458
(169,5) (170,5) 319
(170,5) (169,5) 762
(170,5) (171,5) 94
(171,5) (170,5) 404
(171,5) (172,5) 546
(172,5) (171,5) 660
(172,5) (173,5) 873
(173,5) (172,5) 352
(173,5) (174,5) 965
(174,5) (173,5) 623
(174,5) (175,5) 675
(175,5) (174,5) 356
(175,5) (176,5) 697
(176,5) (175,5) 881
(176,5) (177,5) 599
(177,5) (176,5) 622
(177,5) (178,5) 974
(178,5) (177,5) 138
(178,5) (179,5) 390
(179,5) (178,5) 220
(179,5) (180,5) 413
(180,5) (179,5) 337
(180,5) (181,5) 426
(181,5) (180,5) 960
(181,5) (182,5) 892
(182,5) (181,5) 459
(182,5) (183,5) 617
(183,5) (182,5) 246
(183,5) (184,5) 917
(184,5) (183,5) 473
(184,5) (185,5) 524
(185,5) (184,5) 348
(185,5) (186,5) 840
(186,5) (185,5) 428
(186,5) (187,5) 311
(187,5) (186,5) 797
(187,5) (188,5) 988
(188,5) (187,5) 832
(188,5) (189,5) 891
(189,5) (188,5) 873
(189,5) (190,5) 293
(190,5) (189,5) 754
(190,5) (191,5) 383
(191,5) (190,5) 949
(191,5) (192,5) 39
(192,5) (191,5) 960
(192,5) (193,5) 134
(193,5) (192,5) 74
(193,5) (194,5) 440
(194,5) (193,5) 371
(194,5) (195,5) 161
(195,5) (194,5) 565
(195,5) (196,5) 812
(196,5) (195,5) 627
(196,5) (197,5) 109
(197,5) (196,5) 602
(197,5) (198,5) 402
(198,5) (197,5) 600
(198,5) (199,5) 575
(199,5) (198,5) 486
(199,5) (200,5) 372
(200,5) (199,5) 984
(200,5) (201,5) 412
(201,5) (200,5) 488
(201,5) (202,5) 28
(202,5) (201,5) 81
(202,5) (203,5) 661
(203,5) (202,5) 74
(203,5) (204,5) 641
(204,5) (203,5) 541
(204,5) (205,5) 656
(205,5) (204,5) 434
(205,5) (206,5) 537
(206,5) (205,5) 757
(206,5) (207,5) 946
(207,5) (206,5) 951
(207,5) (208,5) 944
(208,5) (207,5) 332
(208,5) (209,5) 800
(209,5) (208,5) 291
(209,5) (210,5) 303
(210,5) (209,5) 513
(210,5) (211,5) 700
(211,5) (210,5) 868
(211,5) (212,5) 776
(212,5) (211,5) 904
(212,5) (213,5) 4
(213,5) (212,5) 590
(213,5) (214,5) 181
(214,5) (213,5) 526
(214,5) (215,5) 903
(215,5) (214,5) 153
(215,5) (216,5) 569
(216,5) (215,5) 950
(216,5) (217,5) 993
(217,5) (216,5) 770
(217,5) (218,5) 534
(218,5) (217,5) 853
(218,5) (219,5) 782
(219,5) (218,5) 304
(219,5) (220,5) 677
(220,5) (219,5) 934
(220,5) (221,5) 531
(221,5) (220,5) 302
(221,5) (222,5) 133
(222,5) (221,5) 299
(222,5) (223,5) 520
(223,5) (222,5) 936
(223,5) (224,5) 642
(224,5) (223,5) 666
(224,5) (225,5) 497
(225,5) (224,5) 883
(225,5) (226,5) 287
(226,5) (225,5) 767
(226,5) (227,5) 340
(227,5) (226,5) 22
(227,5) (228,5) 718
(228,5) (227,5) 83
(228,5) (229,5) 197
(229,5) (228,5) 687
(229,5) (230,5) 419
(230,5) (229,5) 625
(230,5) (231,5) 796
(231,5) (230,5) 43
(231,5) (232,5) 825
(232,5) (231,5) 361
(232,5) (233,5) 208
(233,5) (232,5) 694
(233,5) (234,5) 228
(234,5) (233,5) 27
(234,5) (235,5) 246
(235,5) (234,5) 531
(235,5) (236,5) 6
(236,5) (235,5) 65
(236,5) (237,5) 129
(237,5) (236,5) 577
(237,5) (238,5) 557
(238,5) (237,5) 313
(238,5) (239,5) 957
(239,5) (238,5) 858
(239,5) (240,5) 505
(240,5) (239,5) 606
(240,5) (241,5) 567
(241,5) (240,5) 968
(241,5) (242,5) 163
(242,5) (241,5) 258
(242,5) (243,5) 276
(243,5) (242,5) 262
(243,5) (244,5) 65
(244,5) (243,5) 2
(244,5) (245,5) 962
(245,5) (244,5) 369
(245,5) (246,5) 127
(246,5) (245,5) 990
(246,5) (247,5) 59
(247,5) (246,5) 826
(247,5) (248,5) 663
(248,5) (247,5) 323
(248,5) (249,5) 125
(249,5) (248,5) 680
(249,5) (250,5) 825
(250,5) (249,5) 927
(250,5) (251,5) 23
(251,5) (250,5) 158
(251,5) (252,5) 669
(252,5) (251,5) 745
(252,5) (253,5) 71
(253,5) (252,5) 287
(253,5) (254,5) 277
(254,5) (253,5) 306
(254,5) (255,5) 918
(255,5) (254,5) 969
(255,5) (256,5) 32
(256,5) (255,5) 84
(256,5) (257,5) 20
(257,5) (256,5) 333
(257,5) (258,5) 281
(258,5) (257,5) 557
(258,5) (259,5) 440
(259,5) (258,5) 18
(259,5) (260,5) 190
(260,5) (259,5) 560
(260,5) (261,5) 56
(261,5) (260,5) 648
(261,5) (262,5) 132
(262,5) (261,5) 712
(262,5) (263,5) 111
(263,5) (262,5) 528
(263,5) (264,5) 176
(264,5) (263,5) 714
(264,5) (265,5) 20
(265,5) (264,5) 317
(265,5) (266,5) 657
(266,5) (265,5) 902
(266,5) (267,5) 559
(267,5) (266,5) 726
(267,5) (268,5) 1
(268,5) (267,5) 665
(268,5) (269,5) 14
(269,5) (268,5) 756
(269,5) (270,5) 17
(270,5) (269,5) 939
(270,5) (271,5) 934
(271,5) (270,5) 643
(271,5) (272,5) 860
(272,5) (271,5) 528
(272,5) (273,5) 333
(273,5) (272,5) 454
(273,5) (274,5) 972
(274,5) (273,5) 756
(274,5) (275,5) 932
(275,5) (274,5) 131
(275,5) (276,5) 297
(276,5) (275,5) 96
(276,5) (277,5) 651
(277,5) (276,5) 320
(277,5) (278,5) 56
(278,5) (277,5) 540
(278,5) (279,5) 732
(279,5) (278,5) 977
(279,5) (280,5) 672
(280,5) (279,5) 280
(280,5) (281,5) 41
(281,5) (280,5) 480
(281,5) (282,5) 103
(282,5) (281,5) 227
(282,5) (283,5) 33
(283,5) (282,5) 679
(283,5) (284,5) 163
(284,5) (283,5) 551
(284,5) (285,5) 549
(285,5) (284,5) 364
(285,5) (286,5) 69
(286,5) (285,5) 319
(286,5) (287,5) 585
(287,5) (286,5) 522
(287,5) (288,5) 40
(288,5) (287,5) 845
(288,5) (289,5) 198
(289,5) (288,5) 480
(289,5) (290,5) 352
(290,5) (289,5) 780
(290,5) (291,5) 925
(291,5) (290,5) 808
(291,5) (292,5) 373
(292,5) (291,5) 63
